as_of_ts,game_id,game_date,home_team,away_team,home_runs_pred,away_runs_pred,total_runs_pred,run_diff_pred,p_home_win_poisson,p_home_model,home_runs_actual,away_runs_actual,home_win_actual,p_home_win_pred,total_runs_actual,home_win_actual_int,predicted_home_win
2026-03-19 21:14:57.980406+00:00,746270,2024-08-19,Kansas City Royals,Los Angeles Angels,2.4204969984798614,1.691402622494004,4.111899620973865,0.7290943759858575,0.4900487014838997,0.4900487014838997,5,3,True,0.4900487014838997,8,1,0
2026-03-19 21:14:59.693149+00:00,746107,2024-08-20,Los Angeles Dodgers,Seattle Mariners,3.983934789496693,3.5439386646139677,7.527873454110661,0.4399961248827253,0.46716947268010667,0.46716947268010667,6,3,True,0.46716947268010667,9,1,0
2026-03-19 21:14:59.693149+00:00,746266,2024-08-20,Kansas City Royals,Los Angeles Angels,3.0386982816697805,2.3157310795442485,5.354429361214029,0.722967202125532,0.49174765992889813,0.49174765992889813,5,9,False,0.49174765992889813,14,0,0
2026-03-19 21:15:01.182871+00:00,744893,2024-08-21,Toronto Blue Jays,Cincinnati Reds,3.8338163892385406,3.2061684183430663,7.039984807581607,0.6276479708954743,0.4842097546157511,0.4842097546157511,7,11,False,0.4842097546157511,18,0,0
2026-03-19 21:15:01.182871+00:00,745138,2024-08-21,St. Louis Cardinals,Milwaukee Brewers,2.5782529024698455,2.2865568386727397,4.864809741142585,0.2916960637971058,0.44052299891769575,0.44052299891769575,10,6,True,0.44052299891769575,16,1,0
2026-03-19 21:15:02.688129+00:00,744815,2024-08-22,Washington Nationals,Colorado Rockies,3.347751947840545,2.642822871791954,5.990574819632499,0.7049290760485909,0.4906407186533116,0.4906407186533116,8,3,True,0.4906407186533116,11,1,0
2026-03-19 21:15:02.688129+00:00,745379,2024-08-22,San Diego Padres,New York Mets,3.884928626806333,3.235137531255229,7.120066158061562,0.6497910955511039,0.4864726802080688,0.4864726802080688,3,8,False,0.4864726802080688,11,0,0
2026-03-19 21:15:02.688129+00:00,746836,2024-08-22,Chicago Cubs,Detroit Tigers,4.832269882778968,4.329098836030003,9.161368718808971,0.5031710467489656,0.4759363337271725,0.4759363337271725,10,2,True,0.4759363337271725,12,1,0
2026-03-19 21:15:02.688129+00:00,747082,2024-08-22,Atlanta Braves,Philadelphia Phillies,3.4138773065063748,2.761355551820148,6.175232858326522,0.652521754686227,0.48540297053809556,0.48540297053809556,3,2,True,0.48540297053809556,5,1,0
2026-03-19 21:15:04.237624+00:00,745625,2024-08-23,Athletics,Milwaukee Brewers,3.1240987486730925,2.9735691776197064,6.097667926292798,0.15052957105338605,0.43290350623592855,0.43290350623592855,3,11,False,0.43290350623592855,14,0,0
2026-03-19 21:15:04.237624+00:00,745702,2024-08-23,New York Yankees,Colorado Rockies,3.1895082159246075,2.7068066733607012,5.896314889285309,0.4827015425639063,0.4668391962460334,0.4668391962460334,3,0,True,0.4668391962460334,3,1,0
2026-03-19 21:15:04.237624+00:00,746758,2024-08-23,Chicago White Sox,Detroit Tigers,4.212513285035363,4.121886413471656,8.334399698507019,0.09062687156370686,0.43781692164805786,0.43781692164805786,2,5,False,0.43781692164805786,7,0,0
2026-03-19 21:15:05.746266+00:00,745868,2024-08-24,Minnesota Twins,St. Louis Cardinals,2.360876549641081,2.290770460923986,4.651647010565067,0.070106088717095,0.41282562532497136,0.41282562532497136,6,0,True,0.41282562532497136,6,1,0
2026-03-19 21:15:05.746266+00:00,746917,2024-08-24,Boston Red Sox,Arizona Diamondbacks,3.4994687316831894,3.143729717786239,6.643198449469429,0.3557390138969505,0.4563509852475611,0.4563509852475611,1,4,False,0.4563509852475611,5,0,0
2026-03-04 21:01:40.283185+00:00,744801,2024-09-15,Washington Nationals,Miami Marlins,3.4642248380746152,4.059128770695944,7.5233536087705595,-0.5949039326213286,0.5120392939064249,0.5120392939064249,4,3,True,0.5120392939064249,7,1,1
2026-03-04 21:01:40.283185+00:00,744883,2024-09-15,Toronto Blue Jays,St. Louis Cardinals,2.7553683917713503,4.252855154091306,7.0082235458626565,-1.497486762319956,0.6455437663369423,0.6455437663369423,3,2,True,0.6455437663369423,5,1,1
2026-03-04 21:01:40.283185+00:00,745206,2024-09-15,Seattle Mariners,Texas Rangers,4.466116074467991,5.041920602999248,9.508036677467238,-0.5758045285312567,0.5085919016687007,0.5085919016687007,7,0,True,0.5085919016687007,7,1,1
2026-03-04 21:01:40.283185+00:00,745287,2024-09-15,San Francisco Giants,San Diego Padres,3.4865367134898664,2.9218321975252395,6.408368911015106,0.5647045159646269,0.3347342437269899,0.3347342437269899,3,4,False,0.3347342437269899,7,0,0
2026-03-04 21:01:40.283185+00:00,745449,2024-09-15,Pittsburgh Pirates,Kansas City Royals,3.6102485826875075,3.402007659803209,7.012256242490716,0.2082409228842983,0.3926515448532284,0.3926515448532284,4,3,True,0.3926515448532284,7,1,0
2026-03-04 21:01:40.283185+00:00,745530,2024-09-15,Philadelphia Phillies,New York Mets,3.1496573499641265,5.3386897377653435,8.488347087729469,-2.189032387801217,0.7190516425214198,0.7190516425214198,2,1,True,0.7190516425214198,3,1,1
2026-03-04 21:01:40.283185+00:00,745693,2024-09-15,New York Yankees,Boston Red Sox,3.614839022596315,3.1816517818639665,6.796490804460282,0.4331872407323485,0.35815183443843224,0.35815183443843224,5,2,True,0.35815183443843224,7,1,0
2026-03-04 21:01:40.283185+00:00,745852,2024-09-15,Minnesota Twins,Cincinnati Reds,3.2277562705471547,3.9553734645841896,7.183129735131344,-0.7276171940370348,0.5319584447289717,0.5319584447289717,9,2,True,0.5319584447289717,11,1,1
2026-03-04 21:01:40.283185+00:00,746180,2024-09-15,Los Angeles Angels,Houston Astros,3.2848296028989648,4.304195736842064,7.5890253397410286,-1.019366133943099,0.5731449425158763,0.5731449425158763,4,6,False,0.5731449425158763,10,0,1
2026-03-04 21:01:40.283185+00:00,746419,2024-09-15,Detroit Tigers,Baltimore Orioles,4.9962201069687495,4.59620324583692,9.59242335280567,0.40001686113182977,0.38450077679753825,0.38450077679753825,4,2,True,0.38450077679753825,6,1,0
2026-03-04 21:01:40.283185+00:00,746506,2024-09-15,Colorado Rockies,Chicago Cubs,5.155045658332022,3.193962913364356,8.349008571696379,1.961082744967666,0.19418545049332037,0.19418545049332037,2,6,False,0.19418545049332037,8,0,0
2026-03-04 21:01:40.283185+00:00,746741,2024-09-15,Chicago White Sox,Athletics,4.5271323673162485,3.1619925635108936,7.689124930827142,1.3651398038053548,0.24818230624841497,0.24818230624841497,4,3,True,0.24818230624841497,7,1,0
2026-03-04 21:01:40.283185+00:00,747071,2024-09-15,Atlanta Braves,Los Angeles Dodgers,2.74612694519539,4.066643812984355,6.812770758179745,-1.3205168677889656,0.6217594941331415,0.6217594941331415,2,9,False,0.6217594941331415,11,0,1
2026-03-04 21:01:40.283185+00:00,747151,2024-09-15,Arizona Diamondbacks,Milwaukee Brewers,2.485224532626603,3.284384962151787,5.76960949477839,-0.799160429525184,0.5468980795293968,0.5468980795293968,11,10,True,0.5468980795293968,21,1,1
